"country_iso3_numeric","area.code","prod_method","species.alpha_3_code","year","unit_code","quantity","country_identifier","country_iso2_code","country_iso3_alpha","country_name_en","country_official_name_en","continent_group_en","ecoclass_group_en","georegion_group_en","area_name_en","ocean_group_en","habitat","faregion_group_en","production_identifier","production_name_en","sort","species_taxonomic_code","species_identifier","CommonName","SciName","author","species_major_group","yearbook_group_en","isscaap_group","cpc_class_en","cpc_group_en","unit_description_en","unit_identifier","unit_name_en","sws_unit","unit","symbol_description_en","symbol_name_en","Species01","Genus01","Family01","Other01","fao_habitat","taxa_source","Fresh01","Brack01","Saltwater01","fb_habitat"
484,77,"capture","PEN",2018,"Q_tlw",1249,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
484,31,"capture","BOB",2018,"Q_tlw",1520,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280102201",2600,"atlantic seabob","xiphopenaeus kroyeri","(Heller 1862)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","xiphopenaeus.kroyeri_marine_capture",0,1,1,"marine"
499,37,"capture","DPS",2018,"Q_tlw",47,273,"ME","MNE","Montenegro","Montenegro","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280101701",2598,"deep-water rose shrimp","parapenaeus longirostris","(Lucas 1846)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","parapenaeus.longirostris_marine_capture",0,0,1,"marine"
499,37,"capture","DCP",2018,"Q_tlw",1,273,"ME","MNE","Montenegro","Montenegro","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
504,34,"capture","DCP",2018,"Q_tlw",6250,143,"MA","MAR","Morocco","the Kingdom of Morocco","Africa","Other developing countries or areas","Northern Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
504,37,"capture","DCP",2018,"Q_tlw",433,143,"MA","MAR","Morocco","the Kingdom of Morocco","Africa","Other developing countries or areas","Northern Africa","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
508,51,"capture","PEN",2018,"Q_tlw",10570,144,"MZ","MOZ","Mozambique","the Republic of Mozambique","Africa","Least Developed Countries","Eastern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
508,51,"capture","EKR",2018,"Q_tlw",3535,144,"MZ","MOZ","Mozambique","the Republic of Mozambique","Africa","Least Developed Countries","Eastern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"2280700901",16643,"tsivakihini paste shrimp","acetes erythraeus","Nobili 1905","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","acetes.erythraeus_marine_capture",0,1,1,"marine"
508,51,"capture","KNS",2018,"Q_tlw",1935,144,"MZ","MOZ","Mozambique","the Republic of Mozambique","Africa","Least Developed Countries","Eastern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"2282907301",2612,"knife shrimp","haliporoides triarthrus","Stebbing 1914","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","haliporoides.triarthrus_marine_capture",0,0,1,"marine"
512,51,"capture","DCP",2018,"Q_tlw",1062,221,"OM","OMN","Oman","the Sultanate of Oman","Asia","Other developing countries or areas","Western Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
528,27,"capture","CSH",2018,"Q_tlw",27385,150,"NL","NLD","Netherlands","the Kingdom of the Netherlands","Europe","Developed countries or areas","Western Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2282300303",3435,"common shrimp","crangon crangon","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","crangon.crangon_marine_capture",0,1,1,"marine"
558,31,"capture","PEN",2018,"Q_tlw",1086,157,"NI","NIC","Nicaragua","the Republic of Nicaragua","Americas","Other developing countries or areas","Central America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
558,77,"capture","PEN",2018,"Q_tlw",526,157,"NI","NIC","Nicaragua","the Republic of Nicaragua","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
56,27,"capture","CSH",2018,"Q_tlw",1413,255,"BE","BEL","Belgium","the Kingdom of Belgium","Europe","Developed countries or areas","Western Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2282300303",3435,"common shrimp","crangon crangon","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","crangon.crangon_marine_capture",0,1,1,"marine"
566,34,"capture","SOP",2018,"Q_tlw",20556,159,"NG","NGA","Nigeria","the Federal Republic of Nigeria","Africa","Other developing countries or areas","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280100131",3413,"southern pink shrimp","farfantepenaeus notialis","Perez Farfante 1967","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","farfantepenaeus.notialis_marine_capture",0,1,1,"marine"
566,34,"capture","DCP",2018,"Q_tlw",28582,159,"NG","NGA","Nigeria","the Federal Republic of Nigeria","Africa","Other developing countries or areas","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
578,27,"capture","PRA",2018,"Q_tlw",28220,162,"NO","NOR","Norway","the Kingdom of Norway","Europe","Developed countries or areas","Northern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280400203",3425,"northern prawn","pandalus borealis","Krøyer 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.borealis_marine_capture",0,0,1,"marine"
586,51,"capture","GIT",2018,"Q_tlw",265,165,"PK","PAK","Pakistan","the Islamic Republic of Pakistan","Asia","Other developing countries or areas","Southern Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"2280100112",3405,"giant tiger prawn","penaeus monodon","Fabricius 1798","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.monodon_marine_capture",0,1,1,"marine"
586,51,"capture","PEN",2018,"Q_tlw",4802,165,"PK","PAK","Pakistan","the Islamic Republic of Pakistan","Asia","Other developing countries or areas","Southern Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
586,51,"capture","MET",2018,"Q_tlw",5869,165,"PK","PAK","Pakistan","the Islamic Republic of Pakistan","Asia","Other developing countries or areas","Southern Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"22801016XX",3415,"metapenaeus shrimps nei","metapenaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","metapenaeus_marine_capture",NA,NA,NA,NA
586,51,"capture","NPP",2018,"Q_tlw",5212,165,"PK","PAK","Pakistan","the Islamic Republic of Pakistan","Asia","Other developing countries or areas","Southern Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",4,"Capture production",40,"22801019XX",2599,"parapenaeopsis shrimps nei","parapenaeopsis",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","parapenaeopsis_marine_capture",NA,NA,NA,NA
591,77,"capture","CSP",2018,"Q_tlw",486,166,"PA","PAN","Panama","the Republic of Panama","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2280100123",3410,"crystal shrimp","farfantepenaeus brevirostris","Kingsley 1878","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","farfantepenaeus.brevirostris_marine_capture",0,0,1,"marine"
591,77,"capture","PEN",2018,"Q_tlw",578,166,"PA","PAN","Panama","the Republic of Panama","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
591,77,"capture","BOS",2018,"Q_tlw",99,166,"PA","PAN","Panama","the Republic of Panama","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"22801XXXXX027",2582,"pacific seabobs","penaeidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","penaeidae_marine_capture",NA,NA,NA,NA
591,77,"capture","SOK",2018,"Q_tlw",83,166,"PA","PAN","Panama","the Republic of Panama","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2282907201",3438,"kolibri shrimp","solenocera agassizii","Faxon 1893","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","solenocera.agassizii_marine_capture",0,0,1,"marine"
598,71,"capture","PBA",2018,"Q_tlw",540,168,"PG","PNG","Papua New Guinea","Independent State of Papua New Guinea","Oceania","Other developing countries or areas","Melanesia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2280100103",2583,"banana prawn","penaeus merguiensis","De Man 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","penaeus.merguiensis_marine_capture",0,1,1,"marine"
598,71,"capture","GIT",2018,"Q_tlw",148,168,"PG","PNG","Papua New Guinea","Independent State of Papua New Guinea","Oceania","Other developing countries or areas","Melanesia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2280100112",3405,"giant tiger prawn","penaeus monodon","Fabricius 1798","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","penaeus.monodon_marine_capture",0,1,1,"marine"
